title,vector
Visaranai,"[0.35210374, -0.16598582, -0.2299481, 0.08500279, 0.20731892, 0.19828229, 0.32403418, 0.13833407, 0.08701554, 0.00257462, -0.15279382, 0.06607496, -0.265167, 0.04970063, -0.0531139, -0.19292939, -0.02926714, 0.32333156, -0.00581914, 0.12613623, -0.20202842, 0.02168709, 0.15004836, -0.30541164, 0.07056779, -0.09693814, 0.1968301, 0.12277319, -0.02551342, 0.12387688, -0.18876761, 0.12068501, 0.32465127, -0.16040045, -0.1793107, -0.38342416, -0.04571061, 0.10840003, -0.04668534, 0.0858734, 0.02515256, 0.01000213, -0.28958854, -0.04896335, 0.17987292, 0.29132345, 0.14904836, 0.35778326, 0.29461265, -0.16358568, -0.25258824, -0.1439571, 0.09552945, -0.06196074, -0.21117498, 0.24153036, -0.10813101, -0.23463495, 0.16981517, -0.13716495, 0.2654526, -0.43663785, 0.20065968, 0.00217344, 0.15136912, -0.10584185, 0.10847981, -0.25016412, 0.23624279, 0.01538542, 0.11072691, 0.11792812, -0.03561953, -0.14843364, -0.38730612, -0.04978601, -0.2638629, -0.2212111, -0.22451526, -0.11114494, -0.3114356, 0.03550148, -0.2836187, -0.1394008, -0.02021617, 0.16843128, 0.00185305, 0.15540235, -0.2677217, 0.2677, -0.09658687, 0.07278535, 0.42906505, 0.31159544, -0.27861482, 0.18395749]"
Ninotchka,"[0.04054981, -0.3281265, 0.08239841, 0.22642547, -0.00504458, -0.20105922, 0.63911587, -0.08552221, 0.06293707, 0.28585374, -0.11355621, 0.04078822, -0.20830122, 0.01184553, -0.07698852, -0.29309765, -0.13998802, 0.03422619, 0.11169286, 0.17181866, -0.06245976, 0.23802319, -0.01187064, -0.28544164, -0.07586828, -0.2660799, 0.49124503, 0.36484963, 0.04222032, -0.10756207, -0.1599198, -0.01020258, 0.15782581, 0.02369934, -0.18056984, -0.12585776, 0.06045505, 0.04160738, 0.24137226, 0.47908702, 0.44321114, 0.39906597, -0.24066529, 0.05099652, 0.33038574, -0.20746924, 0.04861813, 0.39758706, 0.0866004, -0.17861912, -0.46300775, -0.19832386, 0.08652753, -0.31591338, -0.28247082, 0.21161182, 0.01275567, 0.04912414, -0.08922154, -0.09941769, 0.33892372, -0.42664918, -0.33505723, 0.16161533, 0.14358526, -0.31667882, 0.18021925, -0.22700077, 0.23127949, 0.06068894, 0.13739207, -0.1076085, -0.15793169, -0.13090397, -0.285923, -0.3553855, -0.13819836, -0.43192086, -0.2210136, -0.51681477, -0.18607692, 0.33868858, -0.27904093, 0.04274355, 0.20162793, 0.08961129, 0.1171041, 0.24840525, -0.33969006, 0.23992218, -0.10378361, 0.11432219, 0.4336602, 0.5339942, 0.021296, 0.15087466]"
American Beauty,"[-0.00313124, -0.2535217, -0.0908812, 0.17156468, 0.06330288, 0.11891513, 0.21252562, 0.19926517, 0.05580457, -0.09980496, -0.04539649, -0.36554202, -0.24543382, 0.046897, -0.24565205, -0.01116678, -0.01560508, 0.08394094, -0.15836549, 0.03679554, -0.36471456, 0.40446892, -0.07324743, -0.11247792, 0.41196755, 0.02680112, 0.4487237, 0.18681423, 0.01563537, 0.2616591, 0.14529407, -0.08991086, 0.42373985, -0.04530187, 0.02639931, -0.24794382, 0.36110112, 0.23891208, -0.14178035, -0.23853427, -0.41016492, 0.57609826, -0.00170144, -0.05969099, 0.11924363, -0.03129716, -0.27810404, 0.1987114, 0.10406883, -0.02053223, -0.5576504, 0.76496786, -0.02645165, -0.3643233, -0.33587918, 0.18288642, -0.0917923, 0.2685333, -0.16413762, -0.26007113, 0.08068342, -0.5877376, 0.03975488, -0.20838821, 0.03906135, -0.07606199, 0.2776853, 0.02771822, 0.03177381, 0.18235311, 0.21963954, 0.14184037, -0.02812279, -0.0428276, -0.24398829, -0.44155413, -0.44541523, -0.24760757, 0.05917373, -0.5728431, -0.18524733, 0.08787887, -0.17102042, -0.12545466, -0.01728348, 0.09987216, 0.32119775, 0.29578075, -0.2827196, 0.41491532, 0.02221266, 0.11026649, 0.47616512, 0.24724504, -0.36474332, 0.11645389]"
Woman Thou Art Loosed,"[-0.02115558, -0.03393744, -0.01085791, -0.10824998, 0.11889878, 0.48513198, 0.35539994, 0.58257693, 0.34394035, 0.17546825, -0.13073768, -0.39662862, -0.22955091, 0.07113263, -0.12904002, -0.16403945, -0.23124582, 0.20791483, 0.09308363, 0.18200497, -0.0737415, -0.01692402, 0.29551002, -0.3645557, 0.33856863, -0.03306195, 0.7446944, 0.22322282, 0.3719516, -0.07659848, -0.11110804, -0.24065758, 0.48649332, -0.2147904, 0.27699018, -0.13615204, 0.2812796, -0.10591342, -0.24663456, -0.23938979, -0.30423078, 0.20861015, 0.06064689, 0.14684698, 0.08241778, -0.22502157, -0.32329294, -0.12926732, -0.00781818, -0.14811087, -0.42449632, 0.10789284, 0.20059083, -0.24049869, -0.13283263, -0.29171002, -0.4154434, 0.0741019, 0.01810376, -0.1992925, -0.00193191, -0.35549736, 0.13194323, -0.40258214, 0.48889714, -0.06624938, 0.13932444, -0.17892049, -0.00228445, 0.43469796, 0.08473857, -0.0305924, 0.587064, -0.13619703, -0.16149455, -0.27905294, -0.46315816, -0.10321318, 0.11231561, -0.12375685, -0.07176649, 0.25119272, -0.13698055, -0.20023532, 0.1316502, 0.17148393, -0.0298201, 0.2030144, -0.49972588, 0.42872262, -0.1774982, 0.02657254, 0.24551237, 0.17009814, -0.1546774, -0.01256751]"
Muppet Treasure Island,"[0.12339779, -0.208808735, -0.0459281802, 0.0784200132, -0.0284445509, 0.0654776022, 0.448168606, 0.132080406, 0.0609473735, 0.229080826, -0.172673509, 0.0999572128, -0.309825808, -0.162920877, -0.0121598942, -0.269712657, -0.0757884085, 0.385883421, -0.055096671, 0.0744295418, -0.0669486746, 0.123262763, -0.0233707596, -0.405938745, 0.122006975, -0.121737391, 0.273355007, 0.238668323, 0.051490698, 0.147062093, 0.0155315585, -0.000413564645, 0.25891009, -0.09625303, -0.0601075441, -0.242050871, -0.072659485, -0.0464715883, -0.0435775593, 0.0840285793, -0.036246255, 0.163072407, -0.127524778, -0.0435825773, 0.232767969, 0.153751165, 0.141184151, 0.344068885, 0.186750829, -0.138121098, -0.399066776, 0.149844587, 0.075950563, -0.193179682, -0.0636527836, 0.0473072194, -0.128946632, -0.110798158, 0.318401188, -0.143650979, 0.120927684, -0.353158742, 0.00181261578, -0.038816724, 0.262281388, -0.0296932831, 0.277817488, -0.136033341, 0.159552917, 0.233421296, 0.245927528, 0.154578537, -0.0982607976, -0.105891123, -0.235970154, -0.142230749, -0.265666068, -0.245571792, -0.153011173, -0.171808794, -0.279301405, 0.138747007, -0.30127269, -0.032217674, -0.0613896102, 0.0805185586, 0.126256317, 0.126218259, -0.326920658, 0.0861990005, -0.155603081, -0.0282720216, 0.426013619, 0.286206514, -0.114945471, 0.0520353243]"
S. Darko,"[-0.07769409, -0.16118084, -0.17700648, -0.02023523, 0.06593988, 0.13233617, 0.29423928, 0.06369036, 0.12858915, 0.12397339, -0.11100574, 0.07495269, -0.23705235, -0.10833158, -0.18857831, -0.30316615, -0.03936918, 0.17115353, 0.1551117, -0.07262266, -0.178886, 0.07781602, 0.12624805, -0.17738453, 0.07344998, 0.03577786, 0.3624581, -0.05150861, 0.13475832, 0.22740442, -0.18187386, 0.06001929, 0.45239323, -0.06919549, 0.04002237, -0.31648815, 0.03453374, 0.06918165, -0.20504348, 0.11912986, -0.15943134, 0.1354904, -0.23070642, 0.04488277, 0.06632069, 0.08112404, 0.14261517, 0.32750067, 0.46648613, -0.13999256, -0.44819012, -0.1555552, 0.05334159, 0.062391, -0.18811335, -0.004403, -0.1876655, -0.11172619, 0.23383892, -0.22244304, 0.09975241, -0.46597257, -0.04974514, -0.24772705, 0.12444446, -0.12699914, 0.22658049, -0.24678282, 0.06651653, 0.24766414, 0.02025974, 0.19645578, 0.13141479, 0.07203449, -0.24844603, -0.23729452, -0.3659342, -0.0292794, -0.1630001, -0.17771912, -0.00408514, -0.02806691, -0.34281498, -0.13934448, -0.05080269, 0.09654357, 0.06514075, 0.21856925, -0.16837217, 0.3248155, -0.10202216, -0.11578992, 0.6511016, 0.21688339, -0.28569603, 0.17358124]"
Desert Flower,"[0.288743, -0.2449516, -0.10521981, -0.01408886, 0.1422236, 0.12857002, 0.17215492, 0.03721386, 0.03849436, 0.22256757, -0.09292222, 0.13448457, -0.36122775, 0.07664666, -0.08758095, -0.23852403, -0.23867708, 0.22251977, 0.06019301, 0.24356815, -0.40512618, 0.2038922, 0.18258691, -0.32666004, 0.18393259, -0.08941196, 0.4136271, -0.14381033, 0.23969947, 0.31032953, 0.09730589, 0.01299696, 0.48369554, -0.06951042, -0.07897466, -0.24748427, 0.1911339, 0.17329639, 0.09902772, -0.01414255, -0.20217341, 0.25978276, -0.1272037, -0.1716648, 0.16479902, 0.37626904, -0.0456291, 0.26137418, 0.13954948, -0.0058515, -0.4921843, 0.01168365, -0.02337088, -0.15827627, -0.31642532, 0.1197793, 0.02510265, 0.02289461, -0.00833816, -0.3677418, -0.03000163, -0.6009176, -0.16409492, -0.33202296, 0.0462076, 0.0216414, 0.19548267, -0.42593855, 0.24503784, 0.1995342, 0.25017482, 0.14909305, -0.08280755, -0.12942955, -0.3451685, -0.44856253, -0.27770096, -0.15455557, 0.01981894, -0.26216736, 0.02979124, 0.06962415, -0.06055515, -0.06624908, 0.08375838, 0.05680939, 0.16813289, 0.12747951, -0.4410628, 0.32867402, -0.11272264, -0.0128531, 0.34343642, 0.25580025, -0.18542965, 0.11626035]"
The Princess of Montpensier,"[0.10136216, -0.3222421, -0.01648854, 0.04945044, 0.09793725, 0.20626597, 0.10922335, 0.18524595, 0.34122476, 0.15573014, 0.11622515, -0.122974, -0.51945597, -0.03625682, -0.22987072, -0.10495688, -0.00894299, 0.1460782, -0.11611118, 0.03822396, -0.4273873, -0.10620679, -0.1003027, -0.06835165, 0.25281522, -0.07516522, 0.652279, 0.26278523, 0.33276424, 0.3153747, 0.01881992, -0.16569331, 0.39503947, 0.11587148, -0.31856298, -0.13925181, 0.48391914, 0.12022512, -0.17230415, -0.04179633, -0.23130974, 0.00558932, -0.31283355, -0.0817999, 0.17523882, 0.28865042, 0.04558336, 0.1375511, 0.10939153, -0.10428245, -0.36158094, -0.08210918, 0.1035993, 0.06211514, -0.37610698, 0.12879507, -0.18349259, -0.09160761, 0.28751114, 0.04923754, -0.13375668, -0.72689354, 0.06528071, 0.00655687, -0.10208706, -0.053316, 0.2434584, -0.21682988, 0.18835898, -0.04731606, 0.14281158, 0.20006953, 0.44179314, -0.21444397, -0.17948072, -0.42150354, -0.3858862, -0.18629883, 0.01384744, -0.17088524, -0.09868552, -0.11312667, -0.24210331, -0.19657369, -0.06664071, 0.09043498, -0.17331739, 0.27301887, -0.44434208, 0.32274494, -0.02569031, 0.1837763, 0.6207846, 0.13889161, -0.07906409, 0.33501968]"
Four Days in September,"[0.07816078, -0.34395853, -0.13388063, 0.12969446, 0.00780478, 0.22707057, 0.3589762, 0.08510064, 0.01900246, 0.24983703, -0.08580197, -0.16221306, -0.3852171, -0.05601291, -0.0500712, -0.15889099, -0.08527207, 0.10443604, 0.03632897, 0.02154121, -0.18728547, 0.16052753, -0.0698019, -0.33674625, 0.2962475, -0.1530331, 0.378127, 0.26670307, 0.09688212, 0.1873485, -0.03911066, 0.02680165, 0.3504394, 0.03886475, -0.118411, 0.00134341, 0.1402713, 0.11897849, -0.09254237, -0.12238266, -0.10010742, 0.27150294, -0.26190066, -0.04225836, 0.05659692, 0.28532153, -0.0969843, 0.17764083, 0.25164443, -0.03879036, -0.38873124, -0.00575564, 0.02911186, -0.26995212, -0.10270715, 0.16429992, -0.11845718, -0.08494283, 0.09185951, -0.16714805, -0.17249791, -0.4598605, -0.00256222, -0.0173456, 0.25199866, 0.09625645, 0.20901467, -0.12890108, 0.19334227, 0.13512528, 0.26947486, 0.21370688, 0.05945692, -0.16756956, -0.18313354, -0.3410174, -0.36700705, -0.2621968, 0.09981222, -0.3797339, -0.11898513, -0.0365097, -0.46483892, 0.06517448, -0.04229878, 0.17944454, 0.10652415, 0.26226622, -0.4022966, 0.33129138, -0.08967265, 0.0729526, 0.44394004, 0.284744, -0.1094654, -0.11198449]"
2:22,"[0.547286, 0.00772682, -0.28113732, 0.17417587, 0.09667544, -0.238025, 0.1334034, 0.32856962, 0.17057313, -0.10275528, -0.09518816, -0.20163555, -0.2326696, 0.26184142, 0.06548084, -0.28001934, -0.0527947, 0.18026762, -0.34681284, 0.03954874, 0.11175321, 0.39773566, 0.38820204, -0.22025716, 0.18280047, -0.23707932, 0.6296376, -0.08646137, 0.3079307, 0.37874457, 0.02429326, -0.0281665, 0.3536928, -0.43041307, -0.01011509, -0.25853485, -0.06518147, 0.03152595, 0.20209001, -0.071499, -0.18146771, 0.30097473, -0.04770357, -0.07840866, 0.31020582, 0.24376757, -0.45128122, 0.18918735, 0.00583618, 0.0510786, -0.44862956, 0.18918972, -0.03527363, -0.10547117, -0.08998461, -0.00209272, -0.09490471, -0.01928746, 0.25008497, -0.12608641, -0.01344917, -0.54494965, -0.17923795, -0.26408568, 0.01454461, 0.05402607, 0.00491387, -0.37277398, -0.03970041, 0.16594554, 0.32646105, 0.21749277, -0.07976076, -0.07870922, -0.41342342, -0.4850686, -0.01863275, -0.4851201, 0.02134615, -0.35528442, 0.05421044, -0.20583943, 0.07187112, -0.2447834, 0.00683731, 0.03559688, 0.42371437, -0.06700645, -0.14024813, 0.37671316, 0.04311631, -0.18959707, 0.35087296, 0.35667568, -0.23426531, 0.01012935]"
The Legend of Boggy Creek,"[0.23860815, -0.02613993, -0.18417595, -0.04753533, 0.12765662, -0.08146686, 0.32359478, -0.05125871, 0.24588443, 0.02481102, -0.00589357, -0.10206652, -0.32697782, -0.08991907, -0.29141113, -0.15019596, -0.23733985, 0.27544135, -0.06463256, 0.06835304, -0.1177396, -0.07227264, 0.10661614, -0.25538814, 0.23262005, -0.1642078, 0.41230285, -0.05008846, 0.46015888, 0.09496219, 0.04512346, -0.18608145, 0.3508848, -0.3077684, 0.03604518, 0.1091018, 0.30205894, 0.16886808, -0.12424304, -0.10790197, -0.25750077, 0.46744904, 0.03090411, 0.10603112, 0.11143046, 0.11279546, -0.1479027, 0.11306653, 0.05346087, -0.19647062, -0.39705542, -0.02314265, 0.24743155, -0.21416573, -0.28777722, -0.01224705, -0.19658579, -0.09389343, 0.06143605, -0.25846785, -0.02962076, -0.47079527, -0.05961337, 0.05408455, 0.18376201, -0.07583566, 0.28624308, -0.04390462, 0.0069868, 0.06577997, 0.02839451, 0.19060823, 0.1312018, -0.06485126, -0.20994103, -0.222413, -0.26592317, -0.13900375, 0.01418205, -0.32392123, -0.07191706, -0.00690276, -0.16139111, -0.13987581, 0.00482802, 0.15441427, 0.18006271, 0.1730203, -0.37980595, 0.3728906, -0.18096794, 0.10976946, 0.6289349, 0.27933922, -0.33762684, 0.15895991]"
Katyar Kaljat Ghusali,"[0.27899525, -0.20846301, -0.14708593, 0.1998647, 0.18769354, 0.22600828, 0.22543167, 0.20055024, 0.22034787, 0.17010544, 0.12746528, 0.16080526, -0.5542105, -0.03996221, -0.1871441, -0.27609208, -0.26427233, 0.21561085, -0.03594479, -0.04744514, -0.46023157, -0.00118062, 0.00320553, -0.20464945, 0.17966238, -0.05562811, 0.56814057, 0.10158863, 0.27504176, 0.19312872, -0.08375712, -0.28037935, 0.24027202, 0.07506702, -0.21856324, 0.10603905, 0.1621341, 0.29033878, -0.0785077, -0.0833054, -0.22614554, 0.04806483, -0.3216701, 0.07794962, -0.07018504, 0.16165623, -0.09128189, 0.2886778, 0.19801141, -0.00671974, -0.5241757, -0.03844113, 0.19224052, -0.28608915, -0.2779976, 0.11758793, 0.14040668, -0.22607498, 0.29497796, -0.174187, -0.17096305, -0.560218, -0.02695862, -0.05199464, -0.01345691, -0.13995814, 0.03720901, -0.14315657, 0.11573102, 0.18570396, 0.30322087, 0.2435786, 0.3438426, -0.2517329, -0.12985523, -0.24572857, -0.53457624, -0.28451192, -0.16752838, -0.3609964, -0.0309148, 0.03821849, -0.28642893, -0.11603654, 0.08038457, 0.08927002, 0.17142063, 0.24467921, -0.5223327, 0.31389576, -0.16896065, -0.01928477, 0.7484497, 0.20366809, -0.04600784, 0.28704622]"
Dead Snow,"[0.268202007, -0.122141585, 0.00798448268, 0.0933474302, 0.0912222862, -0.152390376, 0.400873482, -0.155237272, 0.216678992, 0.214659393, -0.230948776, 0.0027665922, -0.278380603, -0.0759248659, -0.266006082, -0.172076166, -0.194942147, 0.251977324, -8.3125371e-05, 0.0237896945, -0.109331585, 0.215949818, -0.0852352977, -0.293094099, 0.110536553, -0.187137604, 0.500886261, 0.076236777, 0.174340606, 0.111567661, -0.142648652, -0.155749366, 0.228248909, -0.252794325, -0.0470295846, -0.00757343927, -0.03427523, 0.00689754868, 0.31097573, 0.0267160404, -0.285350055, 0.135479912, -0.0182549227, -0.143797562, 0.333189905, -0.0862847939, -0.0200082771, 0.181532532, -0.0253330208, -0.325292945, -0.504207134, 0.020456396, 0.00929898024, -0.2645289, -0.272974968, 0.136768207, -0.143220976, 0.0964393541, 0.0522352494, -0.177972436, -0.0132428845, -0.376968384, -0.159736082, -0.384084284, 0.211476594, 0.0208047125, 0.543433368, -0.203370199, 0.0189284682, 0.337294549, 0.133942991, 0.144873038, -0.0889909342, 0.053666532, -0.0984332189, -0.153353438, -0.175032854, -0.219664976, 0.00367568224, -0.340761095, -0.281260133, 0.262027144, 0.010605678, 0.152348235, 0.20996432, 0.151157752, -0.0419726074, -0.0610952415, -0.327629626, 0.17643109, -0.126972258, -0.124643825, 0.450286895, 0.527095675, -0.226965219, 0.132083043]"
Spectre,"[0.0289699323, -0.40091151, 0.0559272207, 0.102076173, -0.0757829025, 0.0223028902, 0.362537682, -0.0220964067, 0.231263578, 0.0876252651, 0.130692333, -0.112834387, -0.103414729, -0.176546827, -0.198196277, -0.257151753, -0.0878625214, 0.0879423395, 0.132961959, 0.0202032849, -0.150065079, 0.166942075, -0.257774472, -0.329564929, 0.17315346, -0.0954857767, 0.614366233, 0.174445018, 0.217153028, 0.343036741, -0.0235501453, 0.0537656769, 0.248886168, -0.191347301, -0.0192178506, -0.0317609198, 0.289110869, 0.136975184, 0.0911536664, -0.0962808058, -0.296110004, 0.261486501, -0.261539429, 0.0928742588, 0.0470078737, 0.0824408159, 0.0137331393, 0.110936426, 0.194429651, -0.191123337, -0.434485525, 0.0315451883, -0.000534641498, -0.317551017, -0.128361166, 0.16842109, -0.287782848, 0.254461229, -0.0174648389, -0.202022836, -0.0406058207, -0.320788622, -0.152362704, -0.189981416, 0.224955946, -0.140051663, 0.411278278, -0.0254569706, 0.00676450413, 0.23349528, 0.194319144, 0.133146986, 0.013555998, -0.158554167, -0.135395676, -0.247696176, -0.306795716, -0.244380698, 0.10298565, -0.504233062, -0.127438858, 0.0837793797, -0.365313739, -0.0980050564, 0.133299336, 0.118685693, 0.034318909, 0.0580809489, -0.36427775, 0.365763694, -0.139872655, -0.0720132515, 0.490619183, 0.442101985, -0.373885721, 0.024759613]"
Miss Potter,"[0.09064512, -0.12197109, -0.23038691, 0.14188464, 0.12266465, 0.8254415, 0.15962264, 0.5461669, 0.35457143, 0.03153263, 0.0791992, -0.24598691, -0.34047285, -0.21509403, -0.09842256, -0.23575595, 0.1329777, 0.29758906, -0.2512878, 0.06123085, -0.17790836, 0.06224675, 0.34367934, -0.21661745, 0.36731884, 0.19974403, 0.62654847, -0.00105251, 0.53394145, -0.1798151, -0.07046086, -0.3071121, 0.40616766, -0.04667205, 0.19546448, -0.20687626, 0.22754034, 0.00224777, -0.26350126, -0.06618245, -0.5349388, -0.08038131, -0.10935678, 0.12996764, 0.03986757, 0.20577464, -0.3808025, 0.03704543, 0.23391958, 0.00397068, -0.3072223, 0.01784887, 0.173912, 0.15571147, -0.09540922, -0.2061682, -0.277478, -0.07195819, 0.0819337, -0.14736597, -0.1455367, -0.4755485, -0.01475315, -0.35578728, 0.12412851, 0.02177271, -0.07585067, -0.34491065, -0.02647891, 0.0764116, -0.21883838, 0.26787725, 0.4702263, -0.2673323, -0.20738019, -0.28469115, -0.6513072, 0.06928244, 0.07504855, -0.0909161, 0.11687982, -0.2028016, -0.26403627, -0.11772244, -0.21231334, 0.39164641, -0.03364856, 0.4401174, -0.4448533, 0.43507132, -0.2665635, 0.01033838, 0.45246688, 0.06903837, -0.09140351, 0.3151494]"
Mary Poppins,"[0.23488347, 0.05092632, -0.10047667, 0.00927496, 0.21498063, -0.03644405, 0.3682489, 0.07225341, 0.42164037, 0.13607588, -0.10550176, -0.2608056, -0.34592918, -0.00572312, -0.12571764, -0.2890322, -0.10195277, 0.31386626, 0.01168575, 0.14467785, -0.2799286, 0.07800688, 0.01673931, -0.2943058, 0.1909995, -0.17544453, 0.42588174, -0.03848222, 0.24362849, 0.08474747, -0.04409663, -0.11119077, 0.26232198, -0.21112995, 0.09210566, -0.06780798, 0.4040975, 0.14750293, 0.04152529, -0.18421584, -0.4389387, 0.11635614, -0.3109317, -0.12207402, 0.22197947, 0.10361538, -0.0985897, 0.22925675, 0.15944944, -0.18836363, -0.2929048, -0.05985116, 0.01202215, -0.02829071, -0.4285579, 0.27476916, -0.24766272, -0.06943289, 0.0787903, -0.07523131, 0.00844374, -0.5083625, -0.15843052, -0.20626295, 0.22529493, 0.11129619, 0.24400921, -0.08890934, 0.07796416, 0.2870168, 0.06749456, 0.0588006, 0.2394033, -0.12039118, -0.33437124, -0.3906382, -0.30618975, -0.11628, 0.00537626, -0.23344791, -0.09746717, 0.2008504, -0.13113366, -0.2069012, 0.16986527, 0.17621912, -0.04203778, 0.3084215, -0.25222015, 0.24917184, -0.19701777, 0.02114818, 0.32129776, 0.39838162, -0.18970747, 0.00881242]"
When a Man Loves a Woman,"[-0.20935102, -0.07019397, -0.37094462, 0.07450394, -0.00315361, -0.00969411, 0.5075814, 0.29502133, -0.04422693, 0.08329152, 0.098616, -0.17083402, -0.16086742, -0.26060364, -0.21896373, -0.08058693, -0.02741291, 0.516575, 0.02155531, 0.18216485, 0.06899536, 0.22475682, 0.1511751, -0.37593067, 0.43378833, 0.03102398, 0.04429769, 0.2188953, 0.00494474, -0.18975648, 0.05272852, 0.04253306, 0.41571972, -0.38681695, 0.14752398, -0.5266233, 0.02513897, 0.09088685, -0.27388978, 0.39763194, -0.24258684, 0.32479054, -0.13330944, 0.36433095, 0.01964154, -0.01838957, -0.15342739, 0.7401071, 0.4414053, -0.16969572, -0.39468393, 0.15684973, -0.1711607, -0.33182284, -0.03587452, -0.04137838, -0.18711986, 0.14173956, -0.09983787, -0.08790771, 0.31705692, -0.1798777, 0.20352669, -0.11517272, 0.29148617, -0.22243428, 0.1323294, -0.02596664, 0.12182163, 0.06537365, -0.10314155, 0.3840606, 0.1654638, -0.23191972, -0.3768485, -0.3057211, -0.40490597, -0.05895288, -0.10505156, -0.18741466, -0.14363815, 0.09877596, -0.53564924, -0.3459153, -0.18226099, -0.01142287, 0.145327, 0.1663411, -0.26512563, 0.11838228, -0.1744991, -0.0555927, 0.49255273, 0.27465418, -0.17950954, 0.16546376]"
